,Prostate_03-138A_prednisone,Prostate_03-135C_none,Prostate_03-158F_none,Prostate_03-155C_low-fat_diet,Prostate_03-143C_none,Prostate_03-060A_none,Prostate_03-066C_none_GL3,Prostate_03-066C_none_GL4,Prostate_03-159_none,Prostate_03-021F_selenium,Prostate_02-003E_none,Prostate_03-207C_fish_oil,Prostate_04-023C_none,Prostate_03-115E_none_GL4,Prostate_03-068D_no_neoadjuvant_GL5,Prostate_03-068D_no_neoadjuvant_GL3,Prostate_03-141C_none,Prostate_02-053C_none,Prostate_04-030A_none,Prostate_03-093D_none,Prostate_03-089D_selenium,Prostate_03-184C_none,Prostate_03-152A_Vit_E,Prostate_03-029B_none,Prostate_03-015F_no_neoadjuvant,Prostate_03-119D_none,Prostate_03-140B_fish_oil,Prostate_03-115E_none_GL5,Prostate_03-116C_none,Prostate_03-063A_none,Prostate_03-055H_Vit_E
G90834_BQ441848_HIG1,-0.34299999,0.537,1.48000002,0.60799998,0.89499998,-0.329,-0.57599998,-0.77399999,1.21800005,-0.62400001,1.24300003,0.61400002,0.322,0.057,-0.345,-0.95099998,0.96899998,-1.10099995,0.075,0.52200001,0.43099999,-0.102,0.73799998,-0.54900002,-0.099,-0.40000001,0.035,1.55700004,0.611,-0.97899997,0.73100001
G90835_0_0,-0.17399999,0.077,-0.243,-0.023,-0.045,-0.259,-0.105,0.064,0.51099998,0.077,0.34200001,-0.53200001,0.017,0.163,0.36700001,-0.234,0.45300001,0.366,-0.375,0.167,-0.117,-1.12699997,-0.009,0.368,0.015,-0.027,0.1,0.71600002,0.37799999,-0.70899999,0.523
G90836_CN278312_POGZ,-0.338,-0.264,-1.49199998,-0.317,-0.29699999,-0.124,0.041,0.36000001,-0.653,0.57200003,0.185,-0.075,0.30199999,-0.215,0.109,0.106,-0.103,0.014,0.085,0.46799999,0.18799999,0.078,-0.461,-0.38999999,-0.204,0.21699999,-0.449,-0.72899997,-0.382,0.163,0.051
G90837_CR590664_GNAI3,0.168,0.37099999,0.22400001,0.54799998,0.061,0.36700001,0.046,-0.057,0.67000002,0.75199997,0.046,0.31,0.27000001,0.704,0.55400002,0.50999999,0.796,-0.31099999,0.41999999,0.245,0.207,0.465,1.03900003,-0.14,0.104,0.27700001,0.465,0.095,0.039,0.042,0.80699998
G90838_AA927818_TWISTNB,0.011,0.44600001,1.27199996,-0.33500001,0.115,-0.077,0.40599999,-0.014,0.31400001,0.28200001,0.84500003,0.25299999,-0.012,0.107,1.08399999,-0.60399997,1.00300002,0.131,-0.74299997,-0.331,-0.447,-0.29499999,1.58299994,-0.152,-0.017,-0.059,0.26699999,0.13699999,0.405,0.477,1.07799995
G90839_BC003552_CANX,0.55400002,-0.46599999,1.25600004,0.38699999,0.368,0.486,0.207,0.20100001,0.41299999,-0.176,-0.76899999,-0.35800001,0.505,0.86400002,-0.059,-0.097,1.046,0.113,0.32699999,0.156,0.69599998,0.93300003,0.78100002,-0.29100001,0.99400002,0.36500001,0.50099999,0.01,-0.48100001,0.002,0.185
G90840_CR594844_CDC5L,0.011,-0.133,1.00199997,0.037,0.48800001,0.227,-0.133,-0.01,0.68400002,0.45300001,1.24399996,0.249,0.078,-0.093,0.45300001,-0.36399999,0.079,-0.048,-0.241,-0.37400001,0.176,0.09,0.48500001,-0.14399999,-0.15800001,0.074,-0.69,0.99400002,-0.38499999,-0.97799999,-0.21699999
G90841_BM974561_FKSG24,0.368,0.22400001,0.257,0.25400001,-0.237,0.34,-0.06,3.3039999,0.50599998,0.49000001,0.389,-0.52899998,-0.31099999,-0.55500001,0.26100001,0.11,0.40200001,0.006,-0.23899999,-0.038,-0.035,0.46700001,1.023,0.35100001,-0.81400001,0.093,0.221,0.44100001,-0.43700001,-0.106,0.176
G90842_AK022967_VPS13A,0.68599999,0.1,0.551,-0.178,0.47799999,0.465,0.29499999,-0.027,-0.49000001,0.77200001,1.30200005,0.034,0.64600003,0.073,1.00399995,0.66100001,0.56300002,-0.14399999,-0.15099999,1.59599996,-0.81800002,0.58499998,-0.59399998,0.18799999,-0.142,0.221,0.662,-0.50400001,-0.072,0.27900001,0.37900001
G90843_AK094030_ENTPD6,0.32600001,-0.169,0.234,0.141,-0.57200003,0.56999999,0.138,0.285,-0.65200001,-0.745,-1.472,-1.47500002,-1.63600004,1.403,0.154,-0.002,-0.68800002,0.168,0.08,0.25400001,-0.80599999,-0.55500001,0.472,0.45300001,0.25099999,0.21699999,-0.45100001,-1.05700004,-0.43799999,1.39400005,0.211
G90844_AV717904_GA17,0.56900001,0.30899999,0.42300001,0.46799999,0.667,0.289,0.139,-0.076,0.28299999,0.87599999,0.96100003,1.12300003,0.175,-0.035,0.25400001,0.208,1.10800004,-0.92799997,-0.382,0.39300001,0.025,-0.073,0.223,0.38100001,0.152,0.18099999,0.977,1.02100003,-0.211,0.47099999,0.25
G90845_CN255491_KIAA1737,-0.127,-0.092,-1.04499996,-0.56599998,-1.89499998,0.126,0.17200001,0.098,-1.04400003,-0.045,-0.13500001,0.24699999,0.30399999,-0.648,0.068,0.32300001,-0.296,0.36399999,-0.414,-0.44800001,0.147,-0.22499999,-0.42500001,0.075,-1.01600003,0.054,-1.42799997,-0.58099997,-0.13500001,-0.073,-0.48100001
G90846_NM_001183_0,0.076,-0.296,0.465,0.047,0.81099999,0.336,0.034,0.278,-0.234,-0.29699999,-1.12,-1.02999997,-0.75099999,1.26400006,0.255,0.012,-0.42399999,-0.317,-0.052,1.18799996,-0.17299999,0.23800001,0.389,0.149,0.46700001,0.132,0.63,-0.34599999,0.31299999,0.89499998,0.491
G90847_CR604347_DKFZP434K046,-0.18700001,-0.324,-1.34800005,0.528,-0.66500002,-0.147,-0.56400001,0.237,0.221,0.068,0.315,0.41600001,-0.28799999,0.22,0,0.12,-0.147,-0.042,-0.84500003,-0.044,0.069,-0.60100001,0.54299998,-0.116,-0.036,0.303,-0.171,0.40099999,0.101,0.118,-0.19
G90848_AL543718_SH3BP2,0.43900001,-0.278,0.51599997,0.236,0.38499999,0.182,-0.114,0.66299999,-0.81300002,-0.013,0.156,-0.042,-0.80199999,0.78600001,-0.169,0.197,0.414,-1.01600003,1.074,0.141,-0.197,0.83499998,-0.741,0.29100001,0.34400001,-0.055,0.935,0.428,0.51700002,1.68799996,0.046
G90849_BG925361_MT2A,-0.523,-0.53500003,1.02999997,0.184,1.62899995,-0.18700001,0.19599999,-0.56099999,-0.37,-0.043,-1.47599995,0.064,-2.29900002,1.94400001,-3.03200006,-1.95700002,-3.22799993,-2.96499991,0.79699999,0.025,-0.82200003,0.70499998,-0.64600003,0.19499999,0.47799999,0.227,0.96499997,0.149,-0.454,-1.01100004,-2.24600005
G90850_CR598707_CCNG2,0.022,0.84500003,3.73600006,1.005,0.574,0.27399999,0.41499999,1.204,1.59300005,-0.139,2.63199997,2.60100007,-0.36899999,1.20700002,3.25500011,0.66900003,2.64599991,0.13699999,-1.07700002,1.22399998,2.3829999,0.82700002,1.59800005,0.377,0.011,0.192,0.33899999,1.16700006,0.58600003,0.31900001,1.051
G90851_AF126781_DHRS10,-0.048,0.75300002,0.44499999,0.038,0.062,0.308,0.222,0.059,0.053,0.125,0.361,-0.58200002,0.87599999,0.377,-0.65200001,0.58999997,-0.49900001,-0.87699997,0.006,0.33500001,1.46800005,0.51499999,0.009,0.20200001,-0.33000001,-0.19599999,0.83099997,0.16500001,0.96499997,-0.39199999,0.345
G90852_AK024327_AVO3,-0.42500001,-0.206,0.164,-0.37900001,-0.241,-0.043,1.08700001,0.74199998,0.36700001,0.30599999,0.41,0.02,-0.183,0.28099999,0.354,0.134,0.149,0.493,-0.125,-0.32800001,0.21600001,0.035,-1.23899996,-0.014,0.091,-0.35499999,-0.17299999,0.163,-0.199,-0.68900001,-0.056
G90853_CR996333_VPS39,0.156,-0.142,-0.039,0.102,0.85699999,0.08,0.49700001,0.26499999,-0.56800002,0.132,-0.114,-0.294,-0.18000001,0.31400001,-0.57599998,-0.43799999,-0.56400001,-1.25800002,-1.14100003,-0.13500001,0.23199999,0.75800002,-0.22,0.072,0.50199997,-0.317,1.33599997,-0.324,-0.105,-0.183,-0.111
G90854_CR611601_MAFG,0.219,0.27500001,0.764,-0.041,0.95300001,0.29899999,0.588,0.78600001,-0.52600002,0.31600001,0.50099999,-0.178,-0.22400001,0.53799999,0.048,-0.33199999,-0.21600001,-1.19200003,-0.155,0.092,0.33199999,1.04900002,-0.52999997,0.42199999,0.41600001,-0.161,1.13300002,-0.20200001,0.029,0.39199999,0.616
G90855_0_0,-0.33199999,-0.866,-2.37400007,-1.07599998,-1.23699999,-0.35699999,0.066,-0.002,-2.11100006,-1.12800002,-4.70200014,-0.963,0.23800001,-1.10300004,-0.414,-0.062,-1.14400005,0.223,-0.018,0.149,-0.611,-0.57300001,-1.40199995,0.035,0.033,-0.12,-0.96799999,-2.92400002,-0.234,0.96499997,-1.22899997
G90856_AL512754_RNPEPL1,0.347,-0.084,0.81999999,0.146,1.01100004,0.23100001,0.62099999,0.23899999,-1.273,0.199,0.66900003,-0.36899999,-0.31400001,0.192,-0.56900001,0.034,-0.033,-2.42600012,0.264,0.31799999,-0.43399999,1.50100005,-1.37199998,0.31400001,0.29100001,-0.31200001,1.28100002,-0.12,-0.041,1.17200005,0.005
G90857_CR617444_ATP6V1G1,0.69700003,1.05599999,1.31099999,0.59500003,2.23200011,0.28299999,-0.006,-0.20999999,0.083,0.412,-0.032,0.597,-1.22500002,0.94099998,0.61900002,0.075,-0.072,-0.87699997,-0.255,0.18799999,1.53999996,1.16299999,0.38499999,0.124,0.45500001,0.43700001,1.61500001,0.86500001,0.29699999,0.43099999,0.69300002
G90858_BX337234_TRA1,-0.62,-0.266,0.63800001,0.94300002,1.88900006,0.169,0.285,-0.192,-0.98799998,0.32100001,-1.81400001,0.27000001,0.366,0.091,-0.69999999,0.113,1.18599999,-2.38899994,-0.205,0.74800003,1.06099999,0.257,0.191,0.131,0.52100003,0.52899998,1.36899996,-0.023,-0.95599997,-1.09300005,0.456
G90859_0_0,-0.23199999,-0.71799999,-1.98399997,-0.61400002,-1.99899995,-0.20299999,0.207,0.034,-1.40900004,-0.80699998,-2.18600011,-0.93400002,0.48100001,-1.09399998,-0.22400001,0.43900001,-0.498,0.152,0.118,0.108,-0.70200002,-0.58899999,-1.44400001,0.106,-0.78100002,0.047,-1.27900004,-2.21399999,0.1,1.50999999,-1.15600002
G90860_BX433298_ATF5,0.87800002,-0.237,-0.59500003,-0.264,-1.51999998,-0.012,0.226,-0.105,0.062,0.361,-1.95599997,-0.69700003,-0.13600001,0.015,-0.214,-0.29499999,-1.19000006,0.42899999,0.25799999,-0.156,0.86900002,-0.273,0.50999999,0.75999999,-0.77399999,0.068,-0.56900001,-0.45699999,-0.51499999,2.34500003,-0.39300001
G90861_0_0,0.57700002,-1.01400006,2.00399995,0.105,2.04500008,0.031,0.428,-0.54100001,-1.84300005,-0.26300001,-0.61799997,-1.09399998,-0.069,0.20100001,-1.89999998,-0.98900002,0.29499999,-3.23000002,1.84099996,-0.098,-1.51400006,1.99100006,-2.35100007,0.054,0.69599998,-0.583,1.88100004,-0.57200003,-0.74699998,-0.56,-0.63200003
G90863_CX870409_MAGED2,-1.38999999,0.505,-1.42200005,-0.46399999,-0.80800003,-0.24699999,0.063,-0.45199999,0.066,-0.491,0.78100002,-0.66500002,-1.23399997,0.161,-1.04200006,-0.059,0.047,-0.22499999,0.099,1.56200004,0.63499999,-0.075,1.09899998,-0.433,-0.02,0.25299999,-0.75400001,0.01,-1.10899997,-1.33500004,1.227
G90864_BC013999_C3orf19,-0.06,-0.198,0.081,-0.067,0.108,-0.071,-0.093,0.14399999,-0.2,0.055,0.86500001,-0.083,-0.118,0.03,-0.26100001,-0.42199999,-0.228,-0.25999999,-0.155,-0.061,0.068,0.49900001,0.34999999,0.074,0.204,-0.09,-0.124,-0.495,-0.076,-0.59299999,-0.249
G90865_BU688119_TBX3,-0.88499999,-1.66999996,0.80400002,-1.87699997,-0.89499998,0.126,-0.193,0.242,-0.30700001,-1.69799995,-0.161,-0.51499999,-0.463,0.19,-3.12199998,-1.90699995,-0.53100002,-0.51999998,0.49900001,0.103,-0.27000001,-0.662,-1.51100004,0.12,-1.17799997,-1.04999995,-0.745,-1.47300005,-2.00399995,0.67799997,0.41999999
G90866_BG924980_RPL37A,0.65799999,0.121,0.824,-0.116,1.12199998,-0.023,-0.77999997,0.1,0.41800001,0.336,-0.847,1.20000005,-0.87199998,1.20599997,0.044,0.39700001,1.05499995,-0.65700001,0.81099999,0.442,-0.42899999,-0.054,-0.02,0.63999999,1.28499997,0.056,1.39999998,0.52499998,1.03299999,1.995,0.89099997
G90867_AK023191_ACSL3,-0.778,0.77899998,0.514,1.46800005,0.722,0.86000001,0.259,-0.079,0.37200001,-0.229,2.85299993,0.87599999,-0.463,1.023,0.152,-0.126,-0.27000001,-0.14,-0.391,0.528,2.52699995,0.49399999,2.55500007,-0.39500001,0.88700002,0.93400002,0.65799999,-0.156,-1.60699999,-0.67500001,1.74699998
G90868_AA937900_HSPCB,-0.009,0.076,0.142,0.255,0.889,0.011,-1.23099995,-0.016,0.066,-0.28,-1.61000001,0.76899999,-0.72600001,2.64400005,0.60000002,-0.023,0.022,-0.13600001,0.102,0.19499999,0.317,0.389,1.27900004,0.051,0.42500001,0.384,0.44499999,0.40400001,1.26499999,0.47999999,-0.479
G90869_BI758970_MRS2L,0.17299999,-0.016,0.097,0.093,0.068,-0.029,0.403,-0.111,-0.183,0.18099999,0.88800001,0.103,-0.44299999,-0.037,0.184,0.048,0.403,-0.006,-0.83899999,0.009,0.28600001,0.147,0.33199999,-0.084,-0.004,0.088,0.83200002,0.29899999,0.083,-0.46799999,0.73400003
G90871_BC007410_RPS9,0.084,0.81699997,-0.54699999,-0.41,-0.40599999,-0.29800001,-1.10300004,-0.33500001,1.11199999,0.23199999,-1.27499998,0.94099998,0.087,1.245,-0.84299999,0.30599999,0.45199999,0.359,0.24699999,-0.191,-0.23999999,-0.54500002,0.219,0.56699997,0.528,-0.183,0.42699999,-0.096,0.60399997,1.67499995,-0.461
G90872_CA843859_PIK3R2,0.127,-0.53200001,-2.1099999,-0.54400003,-1.546,-0.46799999,0.041,0.221,-1.15799999,-0.53100002,-3.25999999,-0.92400002,0.345,-1.22000003,-0.458,0.25999999,-0.60799998,0.23100001,-0.006,-0.005,-0.412,-0.68300003,-1.10300004,-0.107,-0.52899998,-0.006,-1.86500001,-2.37800002,0.031,0.89200002,-0.88999999
G90873_NM_024491_Cep70,0.40400001,0.27900001,-0.091,1.00300002,-0.123,-0.59799999,0.068,0.236,0.60900003,0.35699999,-0.308,0.75700003,0.80400002,-0.212,0.34,0.296,0.89099997,0.433,-0.324,0.514,0.458,-0.287,0.308,0.025,-0.098,0.24699999,-0.227,0.77700001,0.229,0.211,0.68900001
G90874_BC025274_ACTR1B,0.148,0.235,0.50099999,0.294,0.671,-0.117,-0.317,-0.161,-0.354,0.13600001,0.125,0.22,0.076,-0.095,-0.92799997,-0.384,0.28200001,-1.32299995,-0.038,-0.25299999,0.204,0.052,-0.059,0.07,0.40099999,-0.13,1.12699997,0.114,-0.29300001,-0.249,0.81599998
G90875_X63563_POLR2B,-0.34,1.01600003,0.27200001,0.30399999,1.03799999,0.61900002,-0.54100001,-0.062,0.97799999,0.43000001,0.46700001,1.01499999,0.433,1.023,1.454,-0.164,0.79699999,-0.741,-0.16599999,0.287,0.257,0.61900002,0.30700001,-0.42500001,0.044,0.31200001,0.16,0.787,-0.19,-0.389,1.13399994
G90876_BQ232239_COX7C,-0.241,0.24600001,0.39500001,0.52200001,0.551,0.223,-0.46000001,-0.082,0.875,0.198,-0.514,0.28400001,-0.287,1.53400004,0.46700001,0.14,0.68900001,-0.071,0.13500001,0.52100003,-0.012,0.428,0.616,0.35499999,0.447,0.11,0.26300001,1.83200002,1.09000003,0.83899999,0.214
G90877_BQ433160_HSD17B4,-0.89099997,1.16900003,1.40799999,0.98100001,0.17399999,-0.38299999,0.086,2.18300009,2.227,1.09399998,0.93199998,2.31200004,0.912,0.29100001,-0.41,-1.17499995,2.76900005,0.075,0.18099999,1.37600005,1.88499999,-0.80000001,1.46800005,0.46700001,0.38100001,0.428,-0.89999998,1.43499994,1.54299998,-0.134,0.85100001
G90878_BM476596_MGC21416,-0.46599999,-0.245,0.505,1.10899997,-0.053,0.60600001,0.382,0.48899999,0.67000002,-0.27700001,-0.59200001,-0.43799999,-0.20900001,0.722,0.86299998,-0.345,0.054,0.477,0.46799999,1.13399994,0.35499999,0.064,0.41800001,-0.41100001,0.50300002,0.27399999,-1.27900004,0.26800001,-0.88700002,-0.377,1.05599999
G90879_AF125465_NUDC,0.068,0.273,-0.18099999,0.41800001,0.31299999,-0.114,0.59200001,0.58200002,-0.76999998,0.026,-0.153,-0.287,-0.33000001,0.163,-0.38699999,-0.45199999,0.01,-0.359,-0.20999999,-0.44100001,-0.124,-0.054,-0.063,0.104,0.51700002,-0.02,0.79699999,-0.068,-0.193,0.125,0.121
G90880_BU166107_MAGED1,-0.653,1.11000001,1.03600001,0.47999999,-0.45500001,0.146,-0.12899999,0.23899999,0.95700002,-0.073,1.30200005,0.032,-0.34999999,0.79100001,-0.55400002,-0.088,-0.55900002,0.34799999,-0.55699998,2.079,1.16799998,0.421,1.39600003,-0.29100001,-0.075,0.523,-0.185,0.35499999,-0.004,-0.347,0.40200001
G90882_AI380543_MAFK,-0.72399998,0.986,-0.35800001,-0.338,-0.075,0.56999999,-0.25600001,-0.39500001,-0.015,0.06,-0.98299998,-0.634,-0.31299999,0.191,-0.336,0.296,-1.16499996,-0.59200001,0.317,-0.95599997,-0.70700002,0.44299999,-0.90799999,0.085,0.092,0.36000001,-0.075,-1.65699995,-0.53299999,-0.023,-0.76300001
G90883_BQ947188_0,-0.146,-0.90600002,-2.60599995,-0.56900001,-2.00999999,-0.414,0.146,0.09,-1.30299997,-1.06900001,-3.38199997,-0.97100002,0.53799999,-1.35399997,-0.53600001,0.21600001,-0.50599998,0.23199999,0.064,-0.105,-0.43099999,-0.78399998,-1.04200006,-0.156,-0.87900001,-0.098,-1.60699999,-2.27699995,-0.30000001,0.88800001,-1.20099998
G90884_BM560815_MAP1B,-0.78100002,0.55699998,-0.579,-0.084,0.17200001,-0.177,0.59500003,0.43700001,-0.479,0.38699999,-0.205,-0.565,1.71500003,-0.37099999,0.31799999,-0.146,-0.405,-0.45199999,-0.156,-0.12899999,1.08200002,0.17399999,-0.67900002,0.34299999,0.041,-0.132,0.972,-0.31999999,2.74799991,-2.4849999,-0.51200002
G90885_CR987189_MYC,1.30599999,0.294,0.18099999,-0.44299999,-0.69,-0.27200001,0.006,-0.33700001,0.16599999,1.90400004,-1.26900005,1.65799999,-0.96899998,-0.33000001,-0.26699999,0.493,-0.34299999,0.25,-0.84500003,-0.93199998,-0.249,-0.477,-0.42399999,0.83700001,-0.093,-0.229,-0.063,1.10699999,0.30199999,1.847,-0.43599999
G90886_BF594909_LOC149603,-0.359,0.23899999,0.096,0.211,0.29100001,-0.046,-0.324,-0.066,0.428,-0.069,0.38699999,-0.611,-0.199,1.46599996,0.14300001,-0.048,-0.56,-0.30199999,0.12800001,-0.72299999,0.26800001,0.48100001,0.55699998,0.19400001,0.127,0.125,0.484,0.56,1.29999995,1.43299997,0.17900001
G90887_BM913294_HMOX2,-0.243,0.72299999,-0.139,0.36000001,-0.008,0.023,-0.148,-0.189,0.52600002,0.14300001,0.199,0.28299999,-0.09,0.168,-0.34599999,-0.066,0.41600001,0.19499999,-0.052,-0.009,0.087,-0.257,0.17,0.13600001,0.068,0.104,0.06,0.85299999,0.19,-0.38100001,0.67799997
G90888_CB853705_ZNF232,0.08,0.061,-0.588,0.082,-0.40700001,-0.191,-0.47299999,-0.047,0.219,0.006,0.212,0.30700001,0.30000001,-0.47999999,0.66600001,0.123,0.65700001,0.26800001,-0.233,0.058,0.41100001,-0.336,0.56900001,-0.006,0.07,-0.014,-0.19400001,-0.32699999,0.077,-0.248,0.45699999
G90889_NM_018982_DJ167A19.1,0.37,-0.64999998,0.421,0.176,0.154,0.098,0.477,0.653,-0.156,0.69300002,-0.233,0.065,-0.63,0.125,0.027,-0.126,-0.163,-0.61400002,-0.30700001,-0.90499997,0.076,-0.31600001,0.74900001,0.32300001,0.23100001,0.056,-0.38699999,-0.403,-0.62,-0.183,-0.50099999
G90890_BC017433_GANAB,-0.227,-0.14300001,-0.178,0.454,-0.29300001,0.37,-0.336,0.30199999,-0.81400001,-0.42699999,-1.74100006,-0.51899999,-0.17399999,0.70099998,0.33899999,0.65899998,0.025,0.17399999,-0.352,0.296,0.125,0.066,1.38100004,0.18000001,0.035,0.91299999,-0.31999999,-0.40799999,-0.48199999,0.64300001,-0.20900001
G90891_AF073727_EPN1,0.34799999,0.29699999,-0.44499999,0.075,-0.73400003,0.145,-0.336,0.301,0.096,0.46599999,-0.078,0.15000001,0.214,1.40499997,0.542,-0.03,0.33399999,0.68000001,0.068,1.329,0.40200001,-0.045,-0.73199999,0.30700001,-0.184,0.56,1.08200002,0.142,0.154,0.68000001,0.292
G90892_CR598326_PCBP1,-0.006,0.76899999,0.99800003,-0.031,1.14900005,-0.091,-0.53200001,-0.329,0.243,-0.192,-0.69,1.42200005,-0.456,0.39399999,0.16,-0.199,-0.31900001,-1,-0.375,-0.611,0.45199999,0.30500001,0.565,0,0.56,-0.049,0.81400001,0.34400001,0.16500001,-0.242,0.53799999
G90893_AK096628_THRB,0.191,-0.09,0.43200001,-0.152,-0.131,0.039,0.14300001,0.212,-0.092,-0.17299999,-0.071,0.04,0.112,-0.454,0.226,0.056,0.76700002,-0.093,0.27000001,0.092,-0.075,-0.26499999,-0.33000001,0.204,-0.264,-0.24600001,0.70599997,-0.70999998,0.044,0.43399999,0.82200003
G90894_CX786156_ARHGDIA,-0.205,0.39700001,-0.30899999,-0.107,-0.523,-0.104,-0.244,-0.118,0.59100002,0.014,-0.47600001,-0.289,-0.25400001,0.72000003,-0.15700001,-0.079,-0.42699999,0.08,0.045,-0.097,-0.053,-0.007,0.35699999,0.088,0.099,0.183,0.072,-0.315,0.045,0.433,0.25999999
G90895_BC068087_FAM11B,-0.28999999,-0.45899999,0.56599998,-0.039,0.29300001,0.41999999,-0.04,-0.221,0.22,-0.15700001,0.57700002,-1.25300002,0.191,-0.032,-0.014,0.183,0.177,-0.182,-0.016,-0.052,-0.67199999,-0.324,0.13699999,-0.168,-0.31200001,-0.069,0.38499999,-0.39199999,-0.25799999,-0.68099999,-0.28400001
G90896_BE671518_FAM43A,-0.41800001,-0.107,0.26300001,1.26699996,0.62699997,-0.026,0.153,0.315,-1.89900005,-0.62300003,-0.23999999,-1.801,-0.509,0.58899999,-0.53799999,-1.69200003,-0.87599999,-0.061,-0.391,-0.801,1.07099998,-0.42199999,1.273,0.183,-0.461,-0.42500001,-0.85699999,1,-1.21099997,-1.523,0.034
G90897_AV700255_NT5C2,-0.064,-0.74699998,-0.95499998,-0.61900002,-1.56400001,-0.13500001,0.31299999,-0.022,-0.99699998,-0.317,-1.49000001,-0.74299997,0.191,-0.91600001,-0.31299999,0.41299999,-0.801,0.132,0.29800001,-0.005,-1.03699994,-0.35100001,-1.29900002,-0.08,-0.79500002,0.017,-0.38999999,-1.85399997,0.093,0.62300003,-0.85299999
G90899_0_0,-0.31299999,0.59299999,0.155,0.296,0.33199999,0.26499999,0.116,-0.19,0.28799999,-0.329,0.248,0.38499999,0.067,0.084,1.02600002,-0.208,1.05299997,0.456,-0.25999999,0.264,0.047,-0.18700001,1.00699997,0.31299999,-0.069,0.19499999,-0.02,0.87300003,0.32499999,0.53899997,-0.072
G90900_AI694129_FBXL17,-0.21699999,-0.052,0.42199999,0.53200001,0.205,0.11,-0.39300001,-0.41299999,-0.176,-0.045,-0.21799999,-0.61900002,0.104,0.197,1.09000003,-0.63300002,0.25,-1.26800001,-0.28200001,0.20299999,-0.345,0.221,0.352,-0.22499999,0.147,-0.244,0.493,0.26800001,-0.026,-0.66100001,0.67400002
G90901_AP000787_0,0.138,-0.70499998,-0.05,-0.215,-0.22,0.384,0.28,0.024,-0.053,-0.185,1.63300002,-0.405,-0.60399997,0.71200001,1.81900001,0.32600001,0.27900001,0.26199999,0.56900001,0.47299999,-0.259,0.085,0.63099998,0.208,-0.071,0.014,-0.06,-0.142,-0.26100001,0.54500002,1.41499996
G90902_BG754679_SLC25A3,0.182,0.74699998,0.045,0.35600001,-0.259,-0.28999999,-0.62699997,0.057,1.55200005,0.175,-1.55799997,1.60000002,0.41100001,0.523,-0.112,-0.73100001,0.514,0.43900001,-0.95099998,0.18700001,0.41499999,0.007,1.46200001,-0.22499999,0.242,0.456,-1.09399998,0.50999999,-0.398,-0.068,0.133
G90903_AK025381_ANKS1,0.032,0.229,0.18799999,-0.255,0.47600001,0.33399999,0.065,-0.038,0.71899998,0.537,0.93800002,0.51099998,0.123,-0.092,1.24399996,-0.09,0.264,0.72299999,-0.107,0.249,-0.074,-0.038,0.426,-0.124,-0.01,0.223,0.34799999,0.40599999,-0.073,-0.79699999,0.27700001
G90904_BQ710785_SIAHBP1,-0.96200001,0.90899998,-0.23999999,1.10099995,-0.12899999,0.118,-0.31900001,-0.229,1.43499994,0.147,-0.449,-0.54900002,0.057,0.98199999,-0.093,-0.21799999,0.70200002,0.48100001,0.69199997,-0.40099999,-0.15099999,-0.49200001,1.40100002,-0.042,0.31200001,0.33399999,-0.294,0.64300001,0.59100002,0.26499999,1.04499996
G90905_BI791943_IGSF8,0.007,0.41100001,0.676,-0.15899999,0.59899998,0.67299998,-0.003,-0.019,0.58899999,0.006,0.39399999,-0.215,-0.257,1.24800003,0.74400002,0.76800001,0.59299999,0.37,0.013,0.82700002,0.026,0.16599999,1.20000005,0.17,-0.051,0.53399998,0.68900001,0.368,-0.20100001,-0.094,0.67799997
G90906_BC048336_FLJ22635,0.06,-0.153,0.329,0.065,0.90399998,0.018,0.22499999,-0.199,-0.73100001,0.05,0.38699999,-0.54000002,0.041,0.094,-1.48199999,-0.47799999,-0.112,-1.45200002,0.82499999,-0.19499999,-1.50600004,0.42300001,-1.38699996,0.083,0.47299999,-0.26199999,1.17499995,-0.66000003,0.149,0.52700001,-0.676
G90907_AW449501_UBXD4,-0.059,-0.73900002,-1.68700004,-0.53500003,-1.653,-0.25299999,0.08,-0.045,-1.56799996,-0.53899997,-3.03200006,-0.85399997,0.26800001,-1.10699999,-0.456,0.317,-0.68699998,0.109,-0.072,0.094,-0.574,-0.52999997,-1.43700004,0.083,-0.713,-0.062,-1.125,-2.34899998,-0.05,1.11600006,-1.08500004
G90908_NM_006275_SFRS6,0.61900002,-0.41,1.19200003,-0.02,-0.338,-0.032,-0.066,-0.175,-0.63700002,0.175,-0.875,-0.213,0.37799999,0.071,-1.005,-0.31799999,-0.83099997,-0.048,-0.177,-0.44,-0.47,-0.33500001,-0.685,0.032,0.028,-0.391,0.114,-1.36399996,-0.45300001,0.20100001,0.278
G90909_0_0,0.63300002,0.065,1.00199997,0.64999998,-0.43000001,0.012,-0.177,-0.57099998,1.03799999,0.19499999,-0.50300002,0.417,-0.26499999,0.41999999,-0.053,0.54699999,0.81900001,0.352,-0.49399999,0.412,-0.69800001,-0.127,0.38,-0.199,0.435,0.176,-0.023,1.06200004,-0.051,0.67699999,0.86400002
G90911_BC051827_FLJ20457,0.32300001,0.27500001,0.80500001,0.30599999,0.47999999,-0.227,-0.53100002,-0.53799999,1.23000002,0.426,1.27199996,0.82999998,0.068,0.505,0.42199999,-0.126,0.90499997,0.43000001,0.226,0.14399999,0.28200001,-0.35499999,1.028,-0.014,0.301,0.15700001,-0.34999999,0.523,0.134,-0.67199999,0.852
